V1,n.schools,match1,matchf,check
"<a href=../../../college/schools/profile.asp?T=20502>University of North Carolina-Charlotte</a> (Charlotte, North Carolina)",1,North Carolina,North Carolina,3
"<a href=../../../college/schools/profile.asp?T=20412>North Carolina A&T State University</a> (Greensboro, North Carolina), <a href=../../../college/schools/profile.asp?T=20298>Guilford College</a> (Greensboro, North Carolina)",1,North Carolina,North Carolina,3
"<a href=../../../college/schools/profile.asp?T=21656>Presbyterian College</a> (Clinton, South Carolina)",1,Presbyterian College,Presbyterian College,1
"<a href=../../../college/schools/profile.asp?T=20214>University of Oklahoma</a> (Norman, Oklahoma), <a href=../../../college/schools/profile.asp?T=20042>Connors State College</a> (Warner, Oklahoma)",1,Oklahoma,Oklahoma,1
"<a href=../../../college/schools/profile.asp?T=20374>Bethune-Cookman University</a> (Daytona Beach, Florida)",1,Bethune-Cookman,Bethune-Cookman,1
"<a href=../../../college/schools/profile.asp?T=20135>Kent State University</a> (Kent, Ohio), <a href=../../../college/schools/profile.asp?T=20696>Grand Valley State University</a> (Allendale, Michigan)",1,Kent State,Kent State,1
"<a href=../../../college/schools/profile.asp?T=20010>Long Beach State University</a> (Long Beach, California), <a href=../../../college/schools/profile.asp?T=20684>American River College</a> (Sacramento, California), <a href=../../../college/schools/profile.asp?T=20423>Sonoma State University</a> (Rohnert Park, California)",1,Long Beach State,Long Beach State,1
"<a href=../../../college/schools/profile.asp?T=20982>Fairleigh Dickinson University</a> (Teaneck, New Jersey)",1,Fairleigh Dickinson,Fairleigh Dickinson,1
"<a href=../../../college/schools/profile.asp?T=20886>Binghamton University</a> (Binghamton, New York)",1,Binghamton,Binghamton,1
"<a href=../../../college/schools/profile.asp?T=20425>South Dakota State University</a> (Brookings, South Dakota)",1,South Dakota State,South Dakota State,1
"<a href=../../../college/schools/profile.asp?T=20492>University of Arkansas-Little Rock</a> (Little Rock, Arkansas), <a href=../../../college/schools/profile.asp?T=20133>Jefferson College</a> (Hillsboro, Missouri)",1,Arkansas,Arkansas,3
"<a href=../../../college/schools/profile.asp?T=20886>Binghamton University</a> (Binghamton, New York), <a href=../../../college/schools/profile.asp?T=20551>Fort Scott Community College</a> (Fort Scott, Kansas)",1,Binghamton,Binghamton,1
"<a href=../../../college/schools/profile.asp?T=20492>University of Arkansas-Little Rock</a> (Little Rock, Arkansas), <a href=../../../college/schools/profile.asp?T=20878>Muscatine Community College</a> (Muscatine, Iowa)",1,Arkansas,Arkansas,3
"<a href=../../../college/schools/profile.asp?T=20573>Le Moyne College</a> (Syracuse, New York)",1,Le Moyne,Le Moyne,1
"<a href=../../../college/schools/profile.asp?T=20134>Kennesaw State University</a> (Kennesaw, Georgia), <a href=../../../college/schools/profile.asp?T=21326>Andrew College</a> (Cuthbert, Georgia)",1,Kennesaw State,Kennesaw State,1
"<a href=../../../college/schools/profile.asp?T=20648>University of Louisiana at Lafayette</a> (Lafayette, Louisiana), <a href=../../../college/schools/profile.asp?T=21607>North Central Texas College</a> (Gainesville, Texas)",1,Texas,Texas,3
"<a href=../../../college/schools/profile.asp?T=20231>Vanderbilt University</a> (Nashville, Tennessee), <a href=../../../college/schools/profile.asp?T=20159>Rollins College</a> (Winter Park, Florida)",1,Vanderbilt,Vanderbilt,1
"<a href=../../../college/schools/profile.asp?T=20181>University of Massachusetts</a> (Amherst, Massachusetts)",1,Massachusetts,Massachusetts,1
"<a href=../../../college/schools/profile.asp?T=20097>Rutgers University</a> (New Brunswick, New Jersey), <a href=../../../college/schools/profile.asp?T=20207>County College of Morris</a> (Randolph, New Jersey)",1,Rutgers,Rutgers,1
"<a href=../../../college/schools/profile.asp?T=21931>Columbia University</a> (New York, New York)",1,Columbia,Columbia,1
"<a href=../../../college/schools/profile.asp?T=20178>University of Illinois</a> (Urbana, Illinois)",1,Illinois,Illinois,1
"<a href=../../../college/schools/profile.asp?T=20462>University of Northern Colorado</a> (Greeley, Colorado), <a href=../../../college/schools/profile.asp?T=20043>Cochise College</a> (Sierra Vista, Arizona)",1,Northern Colorado,Northern Colorado,1
"<a href=../../../college/schools/profile.asp?T=20216>Nicholls State University</a> (Thibodaux, Louisiana)",1,Nicholls State,Nicholls State,1
"<a href=../../../college/schools/profile.asp?T=20182>University of Miami</a> (Miami, Florida)",1,Miami,Miami,1
"<a href=../../../college/schools/profile.asp?T=21014>College of Charleston</a> (Charleston, South Carolina), <a href=../../../college/schools/profile.asp?T=20945>Des Moines Area Community College</a> (Des Moines, Iowa)",1,College of Charleston,College of Charleston,1
"<a href=../../../college/schools/profile.asp?T=20296>Santa Clara University</a> (Santa Clara, California), <a href=../../../college/schools/profile.asp?T=20167>Taft College</a> (Taft, California)",1,Santa Clara,Santa Clara,1
"<a href=../../../college/schools/profile.asp?T=20442>University of California-Davis</a> (Davis, California), <a href=../../../college/schools/profile.asp?T=20821>Shasta College</a> (Redding, California)",1,UC Davis,UC Davis,1
"<a href=../../../college/schools/profile.asp?T=20029>University of California-Irvine</a> (Irvine, California)",1,UC Irvine,California,1
"<a href=../../../college/schools/profile.asp?T=20240>Marshall University</a> (Huntington, West Virginia)",1,Marshall,Marshall,1
"<a href=../../../college/schools/profile.asp?T=21775>Upper Iowa University</a> (Fayette, Iowa)",1,Iowa,Iowa,3
"<a href=../../../college/schools/profile.asp?T=20217>St. Mary's College of California</a> (Moraga, California)",1,California,California,3
"<a href=../../../college/schools/profile.asp?T=21632>Oakland University</a> (Auburn Hills, Michigan), <a href=../../../college/schools/profile.asp?T=20696>Grand Valley State University</a> (Allendale, Michigan), <a href=../../../college/schools/profile.asp?T=20310>Valdosta State University</a> (Valdosta, Georgia)",1,Oakland,Oakland,1
"<a href=../../../college/schools/profile.asp?T=20183>University of Michigan</a> (Ann Arbor, Michigan)",1,Michigan,Michigan,1
"<a href=../../../college/schools/profile.asp?T=20429>Stephen F. Austin University</a> (Nacogdoches, Texas)",1,Stephen F. Austin,Stephen F. Austin,1
"<a href=../../../college/schools/profile.asp?T=20204>Middle Tennessee State University</a> (Murfreesboro, Tennessee)",1,Tennessee,Tennessee,3
"<a href=../../../college/schools/profile.asp?T=20041>Florida International University</a> (Miami, Florida)",1,Florida,Florida,3
"<a href=../../../college/schools/profile.asp?T=21645>Patrick Henry College</a> (Purcellville, Virginia), <a href=../../../college/schools/profile.asp?T=21079>Tennessee Wesleyan College</a> (Athens, Tennessee)",1,Tennessee,Tennessee,3
"<a href=../../../college/schools/profile.asp?T=20066>University of Nebraska</a> (Lincoln, Nebraska), <a href=../../../college/schools/profile.asp?T=20538>Embry-Riddle University</a> (Daytona Beach, Florida)",1,Nebraska,Nebraska,1
"<a href=../../../college/schools/profile.asp?T=20877>Arizona Western College</a> (Yuma, Arizona)",1,Arizona,Arizona,3
"<a href=../../../college/schools/profile.asp?T=20276>Longwood University</a> (Farmville, Virginia), <a href=../../../college/schools/profile.asp?T=22049>Lander University</a> (Greenwood, South Carolina)",1,Longwood,Longwood,1
"<a href=../../../college/schools/profile.asp?T=22050>Lee University</a> (Cleveland, Tennessee), <a href=../../../college/schools/profile.asp?T=20144>Miami-Dade College</a> (Miami,Florida)",1,Miami,Miami,3
"<a href=../../../college/schools/profile.asp?T=20419>Sacramento State</a> (Sacramento, California), <a href=../../../college/schools/profile.asp?T=20613>Santa Ana College</a> (Santa Ana, California), <a href=../../../college/schools/profile.asp?T=20737>Whittier College</a> (Whittier, California)",1,Sacramento State,Sacramento State,1
"<a href=../../../college/schools/profile.asp?T=20091>University of South Carolina</a> (Columbia, South Carolina), <a href=../../../college/schools/profile.asp?T=20882>Pitt Community College</a> (Greenville, North Carolina)",1,South Carolina,South Carolina,1
"<a href=../../../college/schools/profile.asp?T=20370>Appalachian State University</a> (Boone, North Carolina)",1,Appalachian State,Appalachian State,1
"<a href=../../../college/schools/profile.asp?T=20222>Central Arizona College</a> (Coolidge, Arizona), <a href=../../../college/schools/profile.asp?T=20321>Cal State Los Angeles</a> (Los Angeles, California)",1,Arizona,Arizona,3
"<a href=../../../college/schools/profile.asp?T=21048>Missouri Baptist University</a> (St. Louis, Missouri), <a href=../../../college/schools/profile.asp?T=20787>Broward College</a> (Fort Lauderdale, Florida)",1,Missouri,Missouri,3
"<a href=../../../college/schools/profile.asp?T=20442>University of California-Davis</a> (Davis, California), <a href=../../../college/schools/profile.asp?T=21994>Gallaudet University</a> (Washington, DC)",1,UC Davis,California,1
"<a href=../../../college/schools/profile.asp?T=20465>University of Oregon</a> (Eugene, Oregon), <a href=../../../college/schools/profile.asp?T=20768>College of the Canyons</a> (Valencia, California), <a href=../../../college/schools/profile.asp?T=20321>Cal State Los Angeles</a> (Los Angeles, California)",1,Oregon,Oregon,1
"<a href=../../../college/schools/profile.asp?T=20370>Appalachian State University</a> (Boone, North Carolina), <a href=../../../college/schools/profile.asp?T=20999>Young Harris College</a> (Young Harris, Georgia)",1,Appalachian State,Appalachian State,1
"<a href=../../../college/schools/profile.asp?T=20373>Austin Peay State University</a> (Clarksville, Tennessee)",1,Austin Peay,Austin Peay,1
"<a href=../../../college/schools/profile.asp?T=20297>University of Maryland-Baltimore County</a> (Catonsville, Maryland), <a href=../../../college/schools/profile.asp?T=20876>Rowan College at Gloucester County</a> (Sewell, New Jersey)",1,Maryland,Maryland,3
"<a href=../../../college/schools/profile.asp?T=20615>Siena College</a> (Loudonville, New York), <a href=../../../college/schools/profile.asp?T=21132>Brookdale Community College</a> (Lincroft, New Jersey)",1,Siena College,Siena College,1
"<a href=../../../college/schools/profile.asp?T=20100>Cal State Fullerton</a> (Fullerton, California), <a href=../../../college/schools/profile.asp?T=20229>Golden West College</a> (Huntington Beach, California)",1,Cal State Fullerton,Cal State Fullerton,1
"<a href=../../../college/schools/profile.asp?T=20015>University of Tennessee</a> (Knoxville, Tennessee)",1,Tennessee,Tennessee,1
"<a href=../../../college/schools/profile.asp?T=20097>Rutgers University</a> (New Brunswick, New Jersey)",1,Rutgers,Rutgers,1
"<a href=../../../college/schools/profile.asp?T=20041>Florida International University</a> (Miami, Florida), <a href=../../../college/schools/profile.asp?T=20909>Barry University</a> (Miami Shores, Florida)",1,Florida,Florida,3
"<a href=../../../college/schools/profile.asp?T=20232>University of California-Riverside</a> (Riverside, California), <a href=../../../college/schools/profile.asp?T=20745>Santa Rosa Junior College</a> (Santa Rosa, California)",1,UC Riverside,California,1
"<a href=../../../college/schools/profile.asp?T=20435>Towson University</a> (Towson, Maryland), <a href=../../../college/schools/profile.asp?T=20572>Kean University</a> (Union, New Jersey)",1,Towson,Towson,1
"<a href=../../../college/schools/profile.asp?T=20246>Mercer University</a> (Macon, Georgia)",1,Mercer,Mercer,1
"<a href=../../../college/schools/profile.asp?T=20344>University of Arkansas</a> (Fayetteville, Arkansas), <a href=../../../college/schools/profile.asp?T=20641>University of Arkansas-Monticello</a> (Monticello, Arkansas)",1,Arkansas,Arkansas,1
"<a href=../../../college/schools/profile.asp?T=20078>University of Delaware</a> (Newark, Delaware)",1,Delaware,Delaware,1
"<a href=../../../college/schools/profile.asp?T=21218>Slippery Rock University of Pennsylvania</a> (Slippery Rock, Pennsylvania)",1,Pennsylvania,Pennsylvania,3
"<a href=../../../college/schools/profile.asp?T=21775>Upper Iowa University</a> (Fayette, Iowa), <a href=../../../college/schools/profile.asp?T=20116>Cypress College</a> (Cypress, California)",1,Iowa,Iowa,3
"<a href=../../../college/schools/profile.asp?T=21089>La Salle University</a> (Philadelphia, Pennsylvania)",1,La Salle,La Salle,1
"<a href=../../../college/schools/profile.asp?T=22104>Monmouth University</a> (West Long Branch, New Jersey)",1,Monmouth,Monmouth,1
"<a href=../../../college/schools/profile.asp?T=21656>Presbyterian College</a> (Clinton, South Carolina), <a href=../../../college/schools/profile.asp?T=21204>Richland College</a> (Dallas, Texas)",1,Presbyterian College,Presbyterian College,1
"<a href=../../../college/schools/profile.asp?T=20631>Stony Brook University</a> (Stony Brook, New York), <a href=../../../college/schools/profile.asp?T=20832>Baruch College</a> (New York, New York)",1,Stony Brook,Stony Brook,1
"<a href=../../../college/schools/profile.asp?T=20566>Jacksonville University</a> (Jacksonville, Florida)",1,Jacksonville,Jacksonville,1
"<a href=../../../college/schools/profile.asp?T=20741>Cleveland State University</a> (Cleveland, Ohio)",1,Cleveland State,Cleveland State,1
"<a href=../../../college/schools/profile.asp?T=20266>University of New Mexico</a> (Albuquerque, New Mexico), <a href=../../../college/schools/profile.asp?T=20611>Salt Lake Community College</a> (Salt Lake City, Utah)",1,New Mexico,New Mexico,1
"<a href=../../../college/schools/profile.asp?T=20045>University of Hartford</a> (Hartford, Connecticut), <a href=../../../college/schools/profile.asp?T=21209>Rowan University</a> (Glassboro, New Jersey)",1,Hartford,Hartford,1
"<a href=../../../college/schools/profile.asp?T=20177>University of Florida</a> (Gainesville, Florida), <a href=../../../college/schools/profile.asp?T=20205>State College of Florida Manatee-Sarasota</a> (Bradenton, Florida), <a href=../../../college/schools/profile.asp?T=20200>University of Tampa</a> (Tampa, Florida)",1,Florida,Florida,1
"<a href=../../../college/schools/profile.asp?T=20485>Western Carolina University</a> (Cullowhee, North Carolina), <a href=../../../college/schools/profile.asp?T=21985>Florence-Darlington Technical College</a> (Florence, South Carolina)",1,Western Carolina,Western Carolina,1
"<a href=../../../college/schools/profile.asp?T=21764>University of Nebraska-Kearney</a> (Kearney, Nebraska), <a href=../../../college/schools/profile.asp?T=20782>Paris Junior College</a> (Paris, Texas), <a href=../../../college/schools/profile.asp?T=20066>University of Nebraska</a> (Lincoln, Nebraska)",1,Nebraska,Nebraska,3
